,Geographic Area,"April 1, 2000",2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,"April 1, 2010","July 1, 2010"
61,"Pine County, Minnesota",26429,26607,27125.0,27627.0,27946.0,28323.0,28616.0,28860.0,29210.0,29614.0,29655.0,29750,29727
62,"Pipestone County, Minnesota",9898,9858,9854.0,9727.0,9662.0,9598.0,9453.0,9496.0,9520.0,9631.0,9624.0,9596,9578
63,"Polk County, Minnesota",31370,31384,31096.0,30958.0,30980.0,31093.0,31148.0,31170.0,31273.0,31175.0,31423.0,31600,31640
64,"Pope County, Minnesota",11222,11231,11153.0,11206.0,11171.0,11183.0,11142.0,11138.0,11087.0,11084.0,11034.0,10995,10978
65,"Ramsey County, Minnesota",511272,511520,512926.0,510581.0,505958.0,501104.0,497560.0,497158.0,499605.0,502890.0,506590.0,508640,509320
66,"Red Lake County, Minnesota",4300,4279,4273.0,4224.0,4239.0,4259.0,4191.0,4077.0,4093.0,4097.0,4130.0,4089,4075
67,"Redwood County, Minnesota",16813,16767,16666.0,16487.0,16372.0,16320.0,16100.0,16119.0,16053.0,16103.0,16011.0,16059,16058
68,"Renville County, Minnesota",17147,17125,16880.0,16869.0,16757.0,16609.0,16565.0,16374.0,16227.0,15911.0,15832.0,15730,15693
69,"Rice County, Minnesota",56663,56811,57731.0,58452.0,59395.0,60146.0,60832.0,61899.0,62387.0,63061.0,63859.0,64142,64228
70,"Rock County, Minnesota",9720,9703,9696.0,9688.0,9631.0,9501.0,9520.0,9502.0,9588.0,9597.0,9652.0,9687,9692
71,"Roseau County, Minnesota",16343,16309,16164.0,16101.0,16168.0,16150.0,16212.0,16031.0,15959.0,15935.0,15836.0,15629,15561
72,"St. Louis County, Minnesota",200586,200626,201307.0,200519.0,200076.0,199304.0,198443.0,198357.0,198903.0,199745.0,200198.0,200226,200155
73,"Scott County, Minnesota",89510,91031,96903.0,102623.0,107204.0,112605.0,117111.0,121013.0,124050.0,126613.0,128530.0,129928,130487
74,"Sherburne County, Minnesota",64472,65361,68220.0,71867.0,74771.0,78091.0,81179.0,84079.0,85968.0,87495.0,87880.0,88499,88691
75,"Sibley County, Minnesota",15361,15361,15395.0,15345.0,15254.0,15202.0,15126.0,15164.0,15263.0,15283.0,15140.0,15226,15245
76,"Stearns County, Minnesota",133199,133669,135241.0,137006.0,138401.0,139788.0,141813.0,144256.0,146591.0,148307.0,149696.0,150642,150785
77,"Steele County, Minnesota",33684,33793,34154.0,34318.0,34669.0,35090.0,35568.0,36040.0,36342.0,36558.0,36684.0,36576,36545
78,"Stevens County, Minnesota",10053,10021,9988.0,9942.0,9945.0,9857.0,9807.0,9729.0,9660.0,9711.0,9735.0,9726,9719
79,"Swift County, Minnesota",11967,11834,11220.0,10981.0,10811.0,10551.0,10232.0,10119.0,10058.0,9966.0,9827.0,9783,9760
80,"Todd County, Minnesota",24402,24407,24567.0,24463.0,24467.0,24633.0,24608.0,24620.0,24819.0,24859.0,24839.0,24895,24885
81,"Traverse County, Minnesota",4137,4123,3978.0,3929.0,3883.0,3871.0,3838.0,3795.0,3709.0,3637.0,3600.0,3558,3542
82,"Wabasha County, Minnesota",21610,21644,21764.0,21752.0,21821.0,21755.0,21706.0,21826.0,21708.0,21787.0,21734.0,21676,21658
83,"Wadena County, Minnesota",13730,13745,13737.0,13789.0,13682.0,13682.0,13799.0,13705.0,13840.0,13844.0,13825.0,13843,13833
84,"Waseca County, Minnesota",19536,19522,19486.0,19483.0,19416.0,19245.0,19288.0,19348.0,19407.0,19311.0,18639.0,19136,19137
85,"Washington County, Minnesota",201214,202686,207206.0,210181.0,213909.0,215937.0,219972.0,225091.0,229756.0,233306.0,235684.0,238136,238844
86,"Watonwan County, Minnesota",11882,11826,11856.0,11807.0,11664.0,11504.0,11377.0,11323.0,11231.0,11120.0,11171.0,11211,11215
87,"Wilkin County, Minnesota",7135,7116,6989.0,6982.0,6964.0,6860.0,6801.0,6709.0,6715.0,6622.0,6563.0,6576,6571
88,"Winona County, Minnesota",49996,50081,50072.0,49977.0,50200.0,50257.0,50756.0,50904.0,51316.0,51457.0,51422.0,51461,51419
89,"Wright County, Minnesota",90022,90786,93922.0,98434.0,102856.0,106998.0,110674.0,115192.0,118635.0,121553.0,123320.0,124700,125118
90,"Yellow Medicine County, Minnesota",11235,11208,11136.0,11002.0,10924.0,10795.0,10691.0,10663.0,10574.0,10473.0,10437.0,10438,10425
4,"Adams County, Mississippi",34339,34246,33945.0,33730.0,33482.0,32785.0,32674.0,33220.0,32889.0,32629.0,32305.0,32297,32251
5,"Alcorn County, Mississippi",34519,34600,34746.0,34946.0,35045.0,35448.0,35688.0,36183.0,36608.0,36793.0,36868.0,37057,37088
6,"Amite County, Mississippi",13565,13546,13471.0,13401.0,13415.0,13337.0,13396.0,13586.0,13400.0,13324.0,13171.0,13131,13110
7,"Attala County, Mississippi",19654,19620,19595.0,19549.0,19469.0,19330.0,19265.0,19431.0,19511.0,19622.0,19611.0,19564,19552
8,"Benton County, Mississippi",8031,8034,8006.0,8004.0,8073.0,8146.0,8307.0,8479.0,8603.0,8769.0,8689.0,8729,8720
9,"Bolivar County, Mississippi",40619,40381,39723.0,38634.0,38027.0,37211.0,36305.0,36102.0,35628.0,35032.0,34450.0,34145,34103
10,"Calhoun County, Mississippi",15060,15044,14991.0,14906.0,14887.0,14857.0,14803.0,14947.0,14967.0,14912.0,14940.0,14962,14957
11,"Carroll County, Mississippi",10751,10764,10699.0,10567.0,10565.0,10544.0,10473.0,10534.0,10630.0,10694.0,10604.0,10597,10580
12,"Chickasaw County, Mississippi",19447,19372,19266.0,18976.0,18811.0,18642.0,18369.0,18074.0,17884.0,17639.0,17439.0,17392,17410
13,"Choctaw County, Mississippi",9759,9742,9545.0,9468.0,9358.0,9132.0,9026.0,8894.0,8680.0,8703.0,8576.0,8547,8545
14,"Claiborne County, Mississippi",11837,11792,11519.0,11277.0,10889.0,10772.0,10646.0,10358.0,9962.0,9940.0,9822.0,9604,9559
15,"Clarke County, Mississippi",17796,17749,17556.0,17402.0,17235.0,17133.0,16905.0,16976.0,16857.0,16772.0,16671.0,16732,16763
16,"Clay County, Mississippi",21984,21984,21811.0,21845.0,21484.0,21531.0,21245.0,21139.0,21017.0,20878.0,20804.0,20634,20577
17,"Coahoma County, Mississippi",30617,30526,30172.0,29662.0,29055.0,28508.0,27875.0,27441.0,27025.0,26549.0,26257.0,26151,26134
18,"Copiah County, Mississippi",28763,28761,28857.0,28762.0,29058.0,29157.0,29134.0,29540.0,29565.0,29584.0,29484.0,29449,29430
19,"Covington County, Mississippi",19418,19426,19332.0,19458.0,19660.0,19621.0,19480.0,19555.0,19510.0,19594.0,19516.0,19568,19612
20,"DeSoto County, Mississippi",107252,108714,113401.0,118603.0,124347.0,130767.0,136915.0,145220.0,150688.0,156214.0,159706.0,161252,161746
21,"Forrest County, Mississippi",71934,71982,71846.0,71584.0,71747.0,71732.0,72043.0,73219.0,74057.0,74196.0,74863.0,74934,75113
22,"Franklin County, Mississippi",8419,8414,8286.0,8130.0,8150.0,8196.0,8076.0,8111.0,8165.0,8136.0,8112.0,8118,8125
23,"George County, Mississippi",19224,19257,19459.0,19811.0,20166.0,20326.0,20699.0,21382.0,21764.0,22193.0,22280.0,22578,22686
24,"Greene County, Mississippi",13287,13295,13231.0,13258.0,13323.0,13155.0,13201.0,13135.0,13776.0,14293.0,14449.0,14400,14391
25,"Grenada County, Mississippi",23273,23160,22898.0,22684.0,22410.0,22222.0,22173.0,22388.0,22335.0,22194.0,22036.0,21906,21890
26,"Hancock County, Mississippi",42945,43307,44172.0,45058.0,45772.0,46717.0,47715.0,40087.0,41707.0,42764.0,43471.0,43929,44012
27,"Harrison County, Mississippi",189577,190071,190922.0,192145.0,191290.0,195971.0,197784.0,174449.0,179054.0,182735.0,184930.0,187105,187785
28,"Hinds County, Mississippi",250752,250474,248941.0,247857.0,247449.0,248147.0,247370.0,248989.0,246546.0,244695.0,244474.0,245285,245629
29,"Holmes County, Mississippi",21608,21564,21091.0,20837.0,20399.0,20257.0,20052.0,19932.0,19710.0,19755.0,19461.0,19198,19127
30,"Humphreys County, Mississippi",11191,11106,10969.0,10582.0,10351.0,10204.0,9974.0,9840.0,9666.0,9691.0,9517.0,9375,9336
31,"Issaquena County, Mississippi",2274,2258,2157.0,2012.0,1959.0,1813.0,1720.0,1649.0,1552.0,1521.0,1443.0,1406,1396
32,"Itawamba County, Mississippi",22774,22853,22869.0,22859.0,23075.0,23085.0,23254.0,23217.0,23271.0,23412.0,23329.0,23401,23417
33,"Jackson County, Mississippi",131439,132019,133069.0,133688.0,134234.0,136565.0,137913.0,132717.0,136028.0,137791.0,139176.0,139668,139698
34,"Jasper County, Mississippi",18148,18110,18230.0,18068.0,17855.0,17751.0,17496.0,17544.0,17492.0,17550.0,17344.0,17062,16983
35,"Jefferson County, Mississippi",9723,9649,9436.0,9251.0,8929.0,8760.0,8461.0,8241.0,8127.0,7927.0,7842.0,7726,7712
36,"Jefferson Davis County, Mississippi",13954,13853,13630.0,13413.0,13234.0,12932.0,12859.0,12928.0,12749.0,12636.0,12553.0,12487,12464
37,"Jones County, Mississippi",64955,64993,64855.0,64916.0,64913.0,65296.0,65871.0,66330.0,66760.0,67318.0,67443.0,67761,67870
38,"Kemper County, Mississippi",10447,10443,10712.0,10635.0,10623.0,10648.0,10551.0,10533.0,10486.0,10392.0,10526.0,10456,10415
39,"Lafayette County, Mississippi",38687,38759,39292.0,39914.0,41241.0,41840.0,42526.0,44281.0,45027.0,45781.0,46712.0,47351,47496
40,"Lamar County, Mississippi",39877,40211,41100.0,42377.0,43379.0,45001.0,46684.0,48850.0,50920.0,52772.0,54197.0,55658,56054
41,"Lauderdale County, Mississippi",78168,78195,77780.0,77979.0,78082.0,78055.0,78082.0,78063.0,78794.0,79665.0,80275.0,80261,80229
42,"Lawrence County, Mississippi",13201,13215,13235.0,13137.0,13190.0,13149.0,13097.0,13053.0,13043.0,13038.0,13054.0,12929,12893
43,"Leake County, Mississippi",20930,20964,21563.0,21884.0,22240.0,22561.0,22869.0,23159.0,23353.0,23641.0,23790.0,23805,23791
44,"Lee County, Mississippi",75664,75876,76537.0,76783.0,77480.0,77937.0,78529.0,79684.0,80561.0,81501.0,82436.0,82910,83048
45,"Leflore County, Mississippi",37951,37763,36775.0,35957.0,34516.0,34863.0,34178.0,33862.0,33540.0,33329.0,32508.0,32317,32307
46,"Lincoln County, Mississippi",33191,33163,33188.0,33326.0,33407.0,33490.0,33748.0,34248.0,34398.0,34724.0,34877.0,34869,34863
47,"Lowndes County, Mississippi",61596,61529,60958.0,60508.0,59919.0,59699.0,59237.0,59396.0,59355.0,59160.0,59663.0,59779,59836
48,"Madison County, Mississippi",74711,75089,76580.0,78092.0,79997.0,82283.0,84846.0,87844.0,90195.0,92274.0,94071.0,95203,95552
49,"Marion County, Mississippi",25626,25616,25391.0,25360.0,25497.0,25617.0,25706.0,26291.0,26610.0,26825.0,26979.0,27088,27083
50,"Marshall County, Mississippi",34947,35004,35052.0,35345.0,35767.0,35720.0,36052.0,36374.0,36950.0,37351.0,37231.0,37144,37104
51,"Monroe County, Mississippi",37996,37981,38005.0,37690.0,37646.0,37678.0,37464.0,37454.0,37355.0,37453.0,37258.0,36989,36889
52,"Montgomery County, Mississippi",12191,12115,12042.0,11829.0,11647.0,11507.0,11474.0,11453.0,11297.0,11067.0,10948.0,10925,10924
53,"Neshoba County, Mississippi",28675,28689,28396.0,28490.0,28807.0,29139.0,29364.0,29381.0,29399.0,29562.0,29694.0,29676,29687
54,"Newton County, Mississippi",21834,21791,21715.0,21493.0,21510.0,21535.0,21611.0,21814.0,21965.0,21851.0,21790.0,21720,21718
55,"Noxubee County, Mississippi",12545,12536,12434.0,12312.0,12147.0,12056.0,11973.0,11875.0,11880.0,11823.0,11646.0,11545,11511
56,"Oktibbeha County, Mississippi",42920,43122,43186.0,43036.0,43188.0,43382.0,43985.0,45052.0,46032.0,46470.0,47400.0,47671,47692
57,"Panola County, Mississippi",34283,34379,34401.0,34623.0,34661.0,34701.0,34684.0,34705.0,34813.0,34923.0,34768.0,34707,34700
58,"Pearl River County, Mississippi",48518,48621,49083.0,49659.0,49968.0,50624.0,50990.0,55153.0,56053.0,56538.0,56085.0,55834,55788
59,"Perry County, Mississippi",12111,12149,12156.0,12232.0,12245.0,12233.0,12088.0,12098.0,12316.0,12337.0,12206.0,12250,12258
60,"Pike County, Mississippi",38957,38995,38739.0,38734.0,38649.0,38700.0,38905.0,40241.0,40141.0,40290.0,40332.0,40404,40416
61,"Pontotoc County, Mississippi",26811,26967,27274.0,27427.0,27990.0,28276.0,28567.0,29098.0,29264.0,29475.0,29770.0,29957,30008
62,"Prentiss County, Mississippi",25582,25662,25452.0,25463.0,25611.0,25568.0,25608.0,25463.0,25370.0,25481.0,25553.0,25276,25189
63,"Quitman County, Mississippi",10121,10055,9952.0,9828.0,9541.0,9494.0,9238.0,9008.0,8723.0,8501.0,8336.0,8223,8188
64,"Rankin County, Mississippi",115403,116255,118774.0,120937.0,123796.0,127232.0,130354.0,134132.0,136694.0,139136.0,140634.0,141617,142018
65,"Scott County, Mississippi",28455,28393,28321.0,27948.0,28126.0,28097.0,28122.0,28170.0,28175.0,28098.0,28101.0,28264,28358
66,"Sharkey County, Mississippi",6576,6520,6303.0,6186.0,6052.0,5845.0,5707.0,5510.0,5238.0,5191.0,5076.0,4916,4873
67,"Simpson County, Mississippi",27634,27641,27376.0,27547.0,27368.0,27362.0,27633.0,27658.0,27512.0,27682.0,27512.0,27503,27511
68,"Smith County, Mississippi",16163,16182,16181.0,16077.0,16070.0,16126.0,16332.0,16427.0,16462.0,16345.0,16520.0,16491,16460
69,"Stone County, Mississippi",13592,13664,14130.0,14163.0,14439.0,14694.0,15189.0,15968.0,16264.0,17084.0,17408.0,17786,17890
70,"Sunflower County, Mississippi",34382,34249,34042.0,33676.0,33453.0,32349.0,31724.0,31464.0,31463.0,30614.0,29574.0,29450,29406
71,"Tallahatchie County, Mississippi",14896,14927,14981.0,15025.0,15124.0,15249.0,15348.0,15283.0,15231.0,15225.0,15266.0,15378,15346
72,"Tate County, Mississippi",25386,25477,25653.0,25776.0,26134.0,26599.0,26968.0,27473.0,27803.0,28222.0,28509.0,28886,28981
73,"Tippah County, Mississippi",20890,20925,20979.0,21066.0,21179.0,21261.0,21536.0,21688.0,21884.0,21982.0,22171.0,22232,22240
74,"Tishomingo County, Mississippi",19155,19158,19020.0,19144.0,19070.0,19145.0,19232.0,19424.0,19581.0,19524.0,19552.0,19593,19594
75,"Tunica County, Mississippi",9240,9242,9416.0,9823.0,10142.0,10221.0,10425.0,10723.0,10853.0,10910.0,10862.0,10778,10738
76,"Union County, Mississippi",25344,25484,25649.0,25711.0,25949.0,26076.0,26569.0,26762.0,26684.0,26931.0,27070.0,27134,27162
77,"Walthall County, Mississippi",15161,15099,15114.0,14988.0,15049.0,15104.0,15081.0,15594.0,15515.0,15622.0,15505.0,15443,15416
78,"Warren County, Mississippi",49668,49598,49292.0,49115.0,48946.0,49092.0,48836.0,49440.0,49163.0,48457.0,48548.0,48773,48840
79,"Washington County, Mississippi",63035,62657,61221.0,59570.0,58072.0,56802.0,55872.0,54325.0,53069.0,52236.0,51565.0,51137,51078
80,"Wayne County, Mississippi",21372,21342,21258.0,21260.0,21135.0,21069.0,21021.0,21111.0,21276.0,20963.0,20763.0,20747,20743
81,"Webster County, Mississippi",10284,10282,10250.0,10213.0,10044.0,10057.0,9979.0,10022.0,10035.0,10204.0,10164.0,10253,10271
82,"Wilkinson County, Mississippi",10337,10307,10280.0,10266.0,10283.0,10185.0,10123.0,10306.0,10142.0,10061.0,9994.0,9878,9845
83,"Winston County, Mississippi",20157,20152,20031.0,19860.0,19796.0,19715.0,19583.0,19538.0,19606.0,19342.0,19211.0,19198,19194
84,"Yalobusha County, Mississippi",13052,13125,13265.0,13139.0,13089.0,12961.0,12979.0,12976.0,13036.0,12857.0,12827.0,12678,12650
85,"Yazoo County, Mississippi",28144,28119,27764.0,27735.0,27932.0,27963.0,28107.0,28714.0,28641.0,28441.0,28201.0,28065,28012
4,"Adair County, Missouri",24968,24956,24967.0,25072.0,24958.0,24988.0,24849.0,25007.0,24983.0,25399.0,25577.0,25607,25607
5,"Andrew County, Missouri",16489,16522,16580.0,16501.0,16608.0,16580.0,16511.0,16861.0,16834.0,16924.0,17036.0,17291,17377
6,"Atchison County, Missouri",6424,6389,6344.0,6189.0,6193.0,6153.0,6053.0,5908.0,5909.0,5798.0,5781.0,5685,5658
7,"Audrain County, Missouri",25857,25862,25784.0,25800.0,25728.0,25555.0,25725.0,25869.0,25658.0,25774.0,25628.0,25529,25490
8,"Barry County, Missouri",33980,33971,33981.0,34111.0,34555.0,34849.0,35241.0,35756.0,35844.0,35935.0,35640.0,35597,35588
9,"Barton County, Missouri",12543,12542,12684.0,12780.0,12924.0,12941.0,12976.0,12972.0,12769.0,12589.0,12454.0,12402,12385
10,"Bates County, Missouri",16648,16700,16801.0,17009.0,17109.0,17088.0,17117.0,17193.0,17189.0,17194.0,17044.0,17049,17042
11,"Benton County, Missouri",17141,17202,17399.0,17588.0,17996.0,18336.0,18688.0,18749.0,19025.0,19046.0,18996.0,19056,19060
12,"Bollinger County, Missouri",12012,12047,12294.0,12367.0,12400.0,12427.0,12466.0,12496.0,12554.0,12429.0,12412.0,12363,12332
13,"Boone County, Missouri",135477,135940,138181.0,140695.0,143019.0,145348.0,148786.0,152784.0,155666.0,158089.0,160565.0,162642,163232
14,"Buchanan County, Missouri",86013,86192,86026.0,86027.0,85887.0,86039.0,86378.0,86543.0,87740.0,88317.0,89233.0,89201,89144
15,"Butler County, Missouri",40864,40826,40837.0,41068.0,41131.0,41476.0,41995.0,42246.0,42109.0,42351.0,42683.0,42794,42796
16,"Caldwell County, Missouri",8964,8975,9006.0,9041.0,9152.0,9230.0,9273.0,9343.0,9395.0,9359.0,9365.0,9424,9436
17,"Callaway County, Missouri",40762,40927,41490.0,41973.0,42023.0,41767.0,42683.0,43118.0,43414.0,43855.0,44041.0,44332,44419
18,"Camden County, Missouri",36807,37053,37497.0,38263.0,38832.0,39572.0,40641.0,41832.0,42744.0,43462.0,43762.0,44002,43985
19,"Cape Girardeau County, Missouri",68691,68796,69340.0,69735.0,70186.0,71121.0,71793.0,72941.0,73510.0,74141.0,74927.0,75674,75895
20,"Carroll County, Missouri",10289,10267,10136.0,10097.0,10000.0,9922.0,9912.0,9743.0,9622.0,9451.0,9314.0,9295,9296
21,"Carter County, Missouri",5940,5974,5915.0,5944.0,5994.0,5982.0,6008.0,6030.0,6117.0,6122.0,6138.0,6265,6299
22,"Cass County, Missouri",82123,82592,84504.0,86645.0,88020.0,90759.0,92520.0,94494.0,96845.0,98095.0,98835.0,99478,99723
23,"Cedar County, Missouri",13713,13720,13901.0,13909.0,13975.0,14073.0,14297.0,14229.0,14169.0,14120.0,13964.0,13982,13973
24,"Chariton County, Missouri",8436,8411,8276.0,8277.0,8193.0,8174.0,8092.0,8013.0,7900.0,7829.0,7767.0,7831,7847
25,"Christian County, Missouri",54303,54936,56824.0,58674.0,60672.0,63171.0,65963.0,69394.0,72545.0,74705.0,76309.0,77422,77825
26,"Clark County, Missouri",7416,7387,7433.0,7366.0,7281.0,7239.0,7224.0,7206.0,7212.0,7168.0,7111.0,7139,7148
27,"Clay County, Missouri",183941,184703,188024.0,190959.0,193436.0,196718.0,200659.0,206369.0,211179.0,215142.0,219669.0,221939,222718
28,"Clinton County, Missouri",19002,19046,19371.0,19525.0,20034.0,20409.0,20392.0,20347.0,20774.0,20781.0,20765.0,20743,20742
29,"Cole County, Missouri",71423,71485,71650.0,72138.0,72728.0,72427.0,72948.0,73509.0,73977.0,74760.0,75408.0,75990,76182
30,"Cooper County, Missouri",16668,16764,16714.0,16999.0,17002.0,17203.0,17380.0,17547.0,17693.0,17502.0,17564.0,17601,17610
31,"Crawford County, Missouri",22785,22828,22876.0,23420.0,23734.0,23918.0,24137.0,24373.0,24689.0,24698.0,24802.0,24696,24637
32,"Dade County, Missouri",7920,7915,7920.0,7899.0,7896.0,7893.0,7910.0,7974.0,7969.0,7951.0,7885.0,7883,7867
33,"Dallas County, Missouri",15725,15751,15802.0,15908.0,16031.0,16275.0,16325.0,16580.0,16953.0,16955.0,16816.0,16777,16762
34,"Daviess County, Missouri",8012,7998,7972.0,8040.0,8125.0,8228.0,8231.0,8331.0,8309.0,8330.0,8382.0,8433,8441
35,"DeKalb County, Missouri",13090,13137,13111.0,13180.0,13284.0,12734.0,12727.0,12882.0,12921.0,12833.0,12825.0,12892,12900
36,"Dent County, Missouri",14926,14947,15088.0,14935.0,15050.0,15157.0,15257.0,15419.0,15344.0,15495.0,15544.0,15657,15681
37,"Douglas County, Missouri",13082,13097,13070.0,13270.0,13239.0,13372.0,13474.0,13573.0,13637.0,13800.0,13793.0,13684,13642
38,"Dunklin County, Missouri",33184,33148,33006.0,32871.0,32723.0,32420.0,32581.0,32388.0,32255.0,32158.0,31977.0,31953,31920
39,"Franklin County, Missouri",93820,94050,94872.0,95771.0,96480.0,97465.0,98417.0,99341.0,100265.0,101149.0,101422.0,101492,101508
40,"Gasconade County, Missouri",15350,15374,15395.0,15407.0,15460.0,15464.0,15516.0,15479.0,15450.0,15309.0,15204.0,15222,15226
41,"Gentry County, Missouri",6867,6873,6875.0,6780.0,6725.0,6771.0,6780.0,6776.0,6758.0,6806.0,6740.0,6738,6719
42,"Greene County, Missouri",240460,241015,243305.0,245822.0,249312.0,253130.0,257282.0,263046.0,267576.0,270901.0,274013.0,275174,275414
43,"Grundy County, Missouri",10420,10513,10427.0,10253.0,10304.0,10209.0,10280.0,10187.0,10199.0,10196.0,10215.0,10261,10273
44,"Harrison County, Missouri",8856,8873,8779.0,8771.0,8791.0,8753.0,8893.0,8870.0,8951.0,8956.0,8987.0,8957,8941
45,"Henry County, Missouri",22005,22108,22307.0,22179.0,22410.0,22442.0,22354.0,22556.0,22474.0,22291.0,22277.0,22272,22266
46,"Hickory County, Missouri",8922,8940,9036.0,8929.0,9171.0,9316.0,9476.0,9518.0,9594.0,9592.0,9561.0,9627,9628
47,"Holt County, Missouri",5354,5326,5310.0,5148.0,5154.0,5116.0,5047.0,4976.0,4997.0,4926.0,4911.0,4912,4910
48,"Howard County, Missouri",10208,10182,10155.0,10072.0,10056.0,10012.0,10091.0,10089.0,10079.0,10138.0,10172.0,10144,10123
49,"Howell County, Missouri",37273,37285,37259.0,37429.0,37717.0,38036.0,38704.0,39067.0,39391.0,39910.0,39917.0,40400,40532
50,"Iron County, Missouri",10676,10628,10616.0,10608.0,10508.0,10617.0,10630.0,10710.0,10681.0,10667.0,10715.0,10630,10579
51,"Jackson County, Missouri",654941,655709,657012.0,658765.0,658914.0,658307.0,658592.0,660539.0,662995.0,665427.0,670763.0,674158,675259
52,"Jasper County, Missouri",104704,104966,105628.0,106684.0,107690.0,108897.0,110219.0,112030.0,113754.0,115144.0,116448.0,117404,117770
53,"Jefferson County, Missouri",198362,198937,200682.0,202477.0,204912.0,207829.0,210142.0,213105.0,214948.0,216409.0,217764.0,218733,219084
54,"Johnson County, Missouri",48270,48534,49355.0,49796.0,50027.0,50905.0,51178.0,51500.0,51750.0,51889.0,52351.0,52595,52715
55,"Knox County, Missouri",4360,4356,4296.0,4282.0,4254.0,4236.0,4188.0,4158.0,4152.0,4117.0,4111.0,4131,4133
56,"Laclede County, Missouri",32532,32598,32889.0,32862.0,33155.0,33513.0,34236.0,34937.0,35333.0,35518.0,35355.0,35571,35642
57,"Lafayette County, Missouri",32939,33000,32927.0,32984.0,33081.0,33110.0,33280.0,33288.0,33186.0,33434.0,33246.0,33381,33409
58,"Lawrence County, Missouri",35216,35352,35665.0,36234.0,36441.0,36798.0,37399.0,37779.0,38323.0,38508.0,38652.0,38634,38601
59,"Lewis County, Missouri",10487,10500,10420.0,10408.0,10354.0,10319.0,10272.0,10286.0,10286.0,10196.0,10204.0,10211,10203
60,"Lincoln County, Missouri",38916,39196,40610.0,41970.0,43580.0,44995.0,46945.0,49117.0,50758.0,51847.0,52243.0,52566,52702
61,"Linn County, Missouri",13754,13722,13617.0,13495.0,13365.0,13256.0,13074.0,12928.0,12875.0,12788.0,12775.0,12761,12752
62,"Livingston County, Missouri",14562,14519,14596.0,14556.0,14589.0,14604.0,14624.0,14717.0,14852.0,14929.0,15110.0,15195,15196
63,"McDonald County, Missouri",21684,21665,21688.0,21712.0,22105.0,22410.0,22718.0,22977.0,22996.0,22943.0,23076.0,23083,23087
64,"Macon County, Missouri",15760,15734,15613.0,15441.0,15568.0,15497.0,15595.0,15562.0,15533.0,15512.0,15509.0,15566,15581
65,"Madison County, Missouri",11851,11853,11855.0,11877.0,11835.0,11937.0,12007.0,12130.0,12310.0,12396.0,12313.0,12226,12196
66,"Maries County, Missouri",8924,8918,8822.0,8824.0,8850.0,9077.0,9170.0,9235.0,9281.0,9191.0,9122.0,9176,9185
67,"Marion County, Missouri",28267,28285,28115.0,28067.0,28282.0,28193.0,28309.0,28468.0,28365.0,28550.0,28720.0,28781,28793
68,"Mercer County, Missouri",3756,3747,3750.0,3699.0,3717.0,3701.0,3684.0,3668.0,3684.0,3748.0,3776.0,3785,3777
69,"Miller County, Missouri",23562,23617,23911.0,24082.0,24056.0,24488.0,24582.0,24759.0,24843.0,24867.0,24840.0,24748,24714
70,"Mississippi County, Missouri",13430,13395,13424.0,13526.0,13626.0,13669.0,13872.0,14033.0,14058.0,14087.0,14146.0,14358,14390
71,"Moniteau County, Missouri",14829,14847,14805.0,15006.0,15105.0,15082.0,15312.0,15340.0,15416.0,15424.0,15545.0,15607,15616
72,"Monroe County, Missouri",9320,9329,9291.0,9259.0,9274.0,9254.0,9209.0,9219.0,9216.0,9157.0,9014.0,8840,8782
73,"Montgomery County, Missouri",12140,12141,12120.0,12084.0,12095.0,12236.0,12285.0,12242.0,12299.0,12273.0,12179.0,12236,12241
74,"Morgan County, Missouri",19239,19291,19543.0,19588.0,19831.0,20106.0,20273.0,20570.0,20716.0,20745.0,20566.0,20565,20559
75,"New Madrid County, Missouri",19691,19657,19638.0,19416.0,19405.0,19235.0,18919.0,18821.0,18780.0,18805.0,18896.0,18956,18934
76,"Newton County, Missouri",52596,52699,52939.0,53408.0,54347.0,55100.0,55941.0,56671.0,57470.0,57600.0,57946.0,58114,58117
77,"Nodaway County, Missouri",21913,21897,22070.0,22239.0,22319.0,22517.0,22588.0,22698.0,22804.0,23026.0,23242.0,23370,23384
78,"Oregon County, Missouri",10332,10327,10219.0,10328.0,10422.0,10503.0,10513.0,10669.0,10685.0,10697.0,10724.0,10881,10922
79,"Osage County, Missouri",13019,13026,13046.0,13073.0,13315.0,13361.0,13507.0,13687.0,13648.0,13753.0,13886.0,13878,13865
80,"Ozark County, Missouri",9536,9532,9447.0,9496.0,9582.0,9555.0,9557.0,9667.0,9655.0,9718.0,9673.0,9723,9728
81,"Pemiscot County, Missouri",20079,20060,19887.0,19839.0,19592.0,19338.0,19211.0,18953.0,18788.0,18552.0,18378.0,18296,18263
82,"Perry County, Missouri",18120,18134,18171.0,18318.0,18313.0,18454.0,18602.0,18672.0,18961.0,18976.0,19050.0,18971,18937
83,"Pettis County, Missouri",39418,39486,39577.0,39543.0,39669.0,39883.0,40455.0,40937.0,41239.0,41565.0,41907.0,42201,42287
84,"Phelps County, Missouri",39826,39945,40219.0,41193.0,41883.0,42616.0,43327.0,44025.0,44300.0,44200.0,44540.0,45156,45301
85,"Pike County, Missouri",18347,18301,18258.0,18311.0,18426.0,18434.0,18725.0,18707.0,18588.0,18602.0,18544.0,18516,18507
